age,gender,current_country,highest_education,field_of_study,years_of_experience,english_proficiency,academic_score,current_salary_usd,available_funds_usd,loan_eligibility,family_support,risk_tolerance,target_role,career_switch,priority_income,priority_pr,priority_stability,uk_hourly_wage,uk_employment_rate,uk_psw_available,uk_pr_years_required,uk_university_tier,uk_degree_duration_years,uk_city,uk_cost_of_living_monthly,uk_accommodation_monthly,uk_relocation_cost,local_avg_salary,local_cost_of_living_monthly,local_employment_rate,uk_avg_salary_target_role,uk_skill_shortage,uk_tuition_cost_usd,uk_outcome_score
32,male,India,Bachelor,Cybersecurity Analyst,0.4,3,60,4566,22708,no,yes,medium,Software Engineer,yes,2,4,3,27,79,yes,5,Russell,2,Birmingham,1484,712,3349,7131,302,56,56160,no,19870,37.2
26,male,India,Bachelor,Cybersecurity Analyst,4.7,3,70,4703,22116,yes,yes,high,Data Analyst,yes,5,3,3,18,70,yes,5,Russell,1,Birmingham,1226,832,2776,7842,402,58,37440,no,22261,14.9
27,female,India,Bachelor,Software Engineer,1.7,4,89,9338,15645,no,yes,medium,Web Developer,yes,1,5,1,31,70,yes,5,Russell,1,Birmingham,1441,509,2171,7573,572,55,64480,no,20024,51.7
31,male,India,Master,Cybersecurity Analyst,2.6,3,80,8280,20018,yes,yes,low,AI Engineer,no,1,2,2,44,71,yes,5,Russell,1,Leeds,1024,857,2338,12026,321,65,91520,yes,23494,78.5
30,female,India,Bachelor,AI Engineer,4.1,4,74,7140,18889,no,no,high,Data Analyst,no,4,1,2,37,71,yes,5,Non-Russell,2,Manchester,1109,702,2812,11043,415,59,76960,yes,12039,75.9
30,female,India,Bachelor,AI Engineer,2.0,3,61,11996,12777,yes,yes,low,Cybersecurity Analyst,no,5,3,1,23,84,yes,5,Non-Russell,1,Birmingham,1032,695,2573,10444,403,56,47840,no,18393,32.7
23,male,India,Bachelor,Software Engineer,0.3,5,79,11297,23994,yes,yes,medium,Web Developer,yes,2,2,4,19,84,yes,5,Non-Russell,1,Manchester,1402,557,1503,6787,558,67,39520,no,18361,23.5
27,male,India,Bachelor,Web Developer,2.2,5,66,5590,10735,no,yes,medium,Cybersecurity Analyst,no,1,2,3,40,78,yes,5,Russell,2,Manchester,1056,755,3154,7545,597,71,83200,yes,22702,78.3
34,female,India,Bachelor,Data Analyst,5.7,5,80,10009,21611,yes,no,low,Software Engineer,no,2,4,5,25,73,yes,5,Russell,1,London,1458,722,3408,10121,429,71,52000,no,18539,32.1
23,female,India,Bachelor,Data Analyst,3.9,5,71,11776,14368,no,no,high,Cybersecurity Analyst,no,3,4,2,18,72,yes,5,Non-Russell,2,Nottingham,1281,868,3393,11167,594,72,37440,no,12182,25.6
33,female,India,Bachelor,Cybersecurity Analyst,4.0,4,81,8943,25205,no,no,high,Web Developer,yes,1,5,5,21,80,yes,5,Russell,1,Nottingham,921,679,3422,10954,347,63,43680,no,22438,22.5
33,male,India,Master,Cybersecurity Analyst,3.8,3,77,8694,8162,yes,yes,low,Web Developer,no,4,5,1,44,70,yes,5,Non-Russell,2,Leeds,1494,861,2785,6369,326,60,91520,yes,17283,86.5
22,female,India,Master,Web Developer,1.2,5,62,4805,15777,yes,yes,low,Data Analyst,yes,3,2,5,21,81,yes,5,Non-Russell,1,Leeds,1318,534,2034,13181,314,74,43680,no,13769,24.1
32,male,India,Bachelor,Cybersecurity Analyst,2.5,4,66,11798,22849,yes,yes,low,Business Analyst,yes,5,2,5,22,71,yes,5,Non-Russell,2,Nottingham,1371,858,2584,11731,562,57,45760,no,17496,26.8
34,female,India,Master,Data Analyst,4.5,5,70,7791,26316,yes,yes,high,Data Analyst,no,2,5,3,37,75,yes,5,Non-Russell,1,Nottingham,1133,602,2879,11306,597,62,76960,yes,16800,72.0
30,female,India,Master,Business Analyst,0.6,5,77,5357,11535,yes,yes,high,Software Engineer,yes,1,5,1,26,78,yes,5,Non-Russell,2,London,1471,660,2145,11643,564,57,54080,no,12496,42.3
24,male,India,Master,AI Engineer,1.7,4,71,7225,27830,no,no,high,Cybersecurity Analyst,no,3,2,5,40,74,yes,5,Non-Russell,2,London,1353,699,1523,10979,433,55,83200,yes,12596,79.8
32,female,India,Master,Business Analyst,1.7,4,65,7618,21403,yes,yes,low,Business Analyst,no,3,3,2,30,73,yes,5,Non-Russell,1,Nottingham,1599,659,2816,12010,375,74,62400,no,14508,45.0
28,male,India,Bachelor,Business Analyst,2.6,3,64,6126,22516,no,no,high,AI Engineer,no,1,2,1,35,82,yes,5,Russell,1,Birmingham,1469,682,2056,10374,329,67,72800,yes,20089,54.5
33,male,India,Master,Data Analyst,5.9,3,85,10722,27174,yes,yes,medium,Web Developer,no,5,3,2,34,74,yes,5,Non-Russell,2,Birmingham,1061,852,1855,12484,425,59,70720,yes,16569,61.3
29,female,India,Master,Business Analyst,0.4,5,60,9974,27091,yes,no,low,Business Analyst,no,5,3,4,42,78,yes,5,Non-Russell,1,London,1200,635,3507,11447,383,70,87360,yes,12684,85.9
27,male,India,Master,Web Developer,3.1,5,71,6460,15959,yes,no,high,Business Analyst,yes,4,2,5,18,81,yes,5,Russell,2,Manchester,1205,897,2369,7702,353,70,37440,no,24822,11.4
21,male,India,Bachelor,Software Engineer,1.1,3,86,4545,11933,no,no,low,Data Analyst,no,5,1,1,39,82,yes,5,Non-Russell,2,Nottingham,901,725,2074,7657,582,66,81120,yes,17718,84.0
23,female,India,Bachelor,Cybersecurity Analyst,5.8,3,85,9728,11385,yes,no,medium,AI Engineer,yes,4,5,2,32,76,yes,5,Russell,1,Leeds,1170,891,1528,7928,562,67,66560,no,20549,57.2
33,male,India,Bachelor,Software Engineer,0.7,4,70,10312,8922,no,yes,medium,Web Developer,no,3,4,5,19,77,yes,5,Non-Russell,1,Birmingham,1320,742,3904,10055,521,58,39520,no,19873,18.2
32,male,India,Bachelor,AI Engineer,2.4,3,63,6728,18367,no,yes,low,Software Engineer,no,1,2,3,33,84,yes,5,Russell,1,Manchester,1042,605,1864,6606,301,63,68640,yes,22885,56.5
34,male,India,Bachelor,Cybersecurity Analyst,4.4,3,86,7734,21737,no,yes,low,Software Engineer,no,5,3,2,37,73,yes,5,Russell,2,Birmingham,1599,570,1908,11144,445,70,76960,yes,24893,52.5
29,female,India,Bachelor,Business Analyst,4.2,5,77,10726,8564,yes,no,medium,Business Analyst,yes,4,2,2,39,80,yes,5,Russell,2,Manchester,1591,576,2814,8576,317,55,81120,yes,26933,56.6
32,male,India,Bachelor,AI Engineer,2.5,3,63,6562,27642,no,yes,low,Business Analyst,yes,3,5,4,22,77,yes,5,Non-Russell,1,Nottingham,1434,553,2676,12569,315,59,45760,no,14403,25.0
21,female,India,Master,Cybersecurity Analyst,2.1,5,76,11481,18789,yes,yes,medium,Cybersecurity Analyst,yes,5,3,3,44,75,yes,5,Russell,2,Nottingham,936,776,1718,10124,458,59,91520,yes,27906,78.7
29,female,India,Master,Web Developer,2.4,3,61,6079,10500,no,yes,medium,AI Engineer,yes,2,4,4,39,74,yes,5,Non-Russell,2,Nottingham,1006,610,3720,11051,597,73,81120,yes,14664,82.2
28,male,India,Master,Web Developer,1.6,4,88,10430,28950,yes,yes,high,Web Developer,no,3,4,3,36,82,yes,5,Non-Russell,1,London,1196,723,2107,6322,508,63,74880,yes,18084,71.7
21,male,India,Bachelor,Web Developer,1.2,3,83,6641,14881,no,no,low,Business Analyst,no,5,4,2,22,81,yes,5,Non-Russell,2,Manchester,996,574,2535,7876,504,62,45760,no,16324,38.0
26,male,India,Bachelor,Web Developer,2.9,3,81,7114,11636,yes,no,low,Cybersecurity Analyst,yes,3,1,4,19,76,yes,5,Non-Russell,2,Leeds,1180,513,3039,12456,412,73,39520,no,12728,24.7
25,female,India,Bachelor,Business Analyst,1.6,3,61,5926,8223,yes,yes,high,AI Engineer,yes,1,3,5,24,75,yes,5,Non-Russell,2,Leeds,1009,757,2357,6583,477,72,49920,no,13287,48.2
26,male,India,Bachelor,Software Engineer,1.7,5,71,4616,14297,yes,yes,medium,Web Developer,yes,1,3,3,20,72,yes,5,Non-Russell,1,Nottingham,1448,688,3102,11389,508,69,41600,no,16001,21.9
30,male,India,Bachelor,Cybersecurity Analyst,3.9,4,65,11168,22895,no,yes,low,Software Engineer,no,1,1,2,34,74,yes,5,Non-Russell,1,Leeds,1451,863,2468,8809,423,58,70720,yes,17606,58.7
32,male,India,Master,Business Analyst,5.8,3,69,7644,8350,no,no,high,Cybersecurity Analyst,yes,2,3,1,41,78,yes,5,Russell,2,Birmingham,1496,738,3000,12438,314,69,85280,yes,24806,61.1
33,male,India,Master,Web Developer,3.6,5,84,10413,26312,yes,no,high,AI Engineer,yes,1,1,3,41,76,yes,5,Non-Russell,1,Manchester,1087,833,2605,6655,597,67,85280,yes,13375,93.5
33,male,India,Bachelor,Software Engineer,0.5,4,82,5203,12732,no,no,low,Cybersecurity Analyst,no,2,2,3,20,81,yes,5,Non-Russell,2,Manchester,1387,803,3140,10881,344,72,41600,no,13465,24.2
33,female,India,Bachelor,AI Engineer,0.5,5,84,5759,9017,no,yes,high,Business Analyst,yes,1,5,5,30,73,yes,5,Russell,1,Manchester,1253,590,3216,6222,393,74,62400,no,22104,48.3
25,female,India,Bachelor,AI Engineer,5.7,5,80,6565,26610,no,no,medium,Data Analyst,no,3,4,3,24,76,yes,5,Non-Russell,2,Birmingham,918,891,3988,8122,406,59,49920,no,14506,45.0
26,male,India,Bachelor,AI Engineer,1.8,4,82,7174,23229,no,no,high,Software Engineer,no,5,1,3,42,74,yes,5,Russell,2,London,1292,683,2116,12245,577,72,87360,yes,18012,79.7
25,male,India,Master,Web Developer,0.6,3,86,7081,15170,no,no,medium,Business Analyst,no,5,1,5,41,80,yes,5,Russell,2,Birmingham,1160,516,1725,13699,427,62,85280,yes,23894,67.5
31,male,India,Bachelor,AI Engineer,3.6,5,75,6630,21303,no,no,medium,Business Analyst,no,1,1,5,20,82,yes,5,Non-Russell,2,Manchester,1309,511,3918,13796,337,55,41600,no,13154,21.9
32,male,India,Bachelor,Data Analyst,3.7,5,73,7161,14207,no,no,low,AI Engineer,no,5,2,4,32,84,yes,5,Non-Russell,1,Manchester,1302,665,1527,13853,396,73,66560,no,16465,50.3
25,female,India,Bachelor,Cybersecurity Analyst,3.9,3,66,8321,20316,yes,yes,high,Cybersecurity Analyst,yes,1,1,2,35,71,yes,5,Russell,2,Manchester,1569,645,2494,13028,497,71,72800,yes,25392,45.5
24,male,India,Bachelor,Cybersecurity Analyst,1.6,3,87,4669,10419,yes,yes,medium,Software Engineer,yes,1,5,2,27,82,yes,5,Non-Russell,2,Leeds,1383,781,1515,8220,491,56,56160,no,19391,40.8
23,female,India,Master,Web Developer,0.1,4,87,9859,14240,no,yes,medium,Business Analyst,no,4,5,4,40,75,yes,5,Russell,1,London,1203,536,1832,11123,306,73,83200,yes,23878,65.6
23,female,India,Bachelor,Data Analyst,5.8,4,78,9012,9893,yes,yes,high,AI Engineer,no,4,4,2,24,76,yes,5,Russell,1,Birmingham,1523,569,1982,9550,343,70,49920,no,21138,24.6
24,male,India,Bachelor,Business Analyst,1.5,4,82,10269,21753,yes,no,medium,Software Engineer,yes,4,2,3,26,77,yes,5,Non-Russell,2,Manchester,1555,668,2065,11779,306,72,54080,no,17471,30.6
29,female,India,Master,Business Analyst,4.1,3,76,11099,13322,yes,yes,high,Cybersecurity Analyst,yes,2,5,4,22,75,yes,5,Russell,2,Nottingham,917,834,3661,8442,493,56,45760,no,26868,25.0
22,female,India,Master,AI Engineer,4.2,5,68,11376,19232,no,yes,low,Business Analyst,no,4,3,4,37,77,yes,5,Non-Russell,1,London,1083,669,3585,11745,300,60,76960,yes,19652,64.0
29,female,India,Master,Software Engineer,3.7,5,85,7168,25509,no,yes,medium,Web Developer,yes,1,3,2,25,76,yes,5,Non-Russell,2,Nottingham,1304,752,1953,10928,361,61,52000,no,18131,32.9
21,female,India,Bachelor,Business Analyst,1.9,4,72,6121,11117,no,no,medium,Business Analyst,yes,3,3,1,31,71,yes,5,Russell,2,London,1030,845,1665,11099,388,60,64480,no,27515,41.2
34,male,India,Bachelor,Software Engineer,1.6,3,81,11794,12161,no,yes,high,Business Analyst,no,4,1,2,21,83,yes,5,Russell,2,Manchester,1378,796,3752,9985,317,60,43680,no,19002,20.6
21,male,India,Master,Cybersecurity Analyst,3.6,5,64,9310,23523,no,no,high,Software Engineer,yes,4,1,1,37,75,yes,5,Non-Russell,2,London,907,641,2377,6166,407,63,76960,yes,17979,77.5
25,female,India,Master,Software Engineer,5.2,4,82,8078,12042,yes,no,high,Software Engineer,yes,3,3,4,31,78,yes,5,Non-Russell,2,London,1217,884,1744,12443,434,62,64480,no,15291,52.9
26,male,India,Master,Cybersecurity Analyst,5.7,5,64,9801,12433,no,no,high,Software Engineer,yes,1,4,1,29,81,yes,5,Non-Russell,2,Manchester,1290,772,3394,8016,366,63,60320,no,19943,45.1
26,male,India,Master,Data Analyst,0.6,5,69,9938,22016,yes,yes,medium,Software Engineer,yes,2,4,3,19,75,yes,5,Russell,2,Nottingham,1418,724,2856,6117,392,66,39520,no,27745,9.7
23,male,India,Master,Data Analyst,0.9,3,80,10079,10658,no,no,low,AI Engineer,no,4,1,5,30,73,yes,5,Non-Russell,2,Nottingham,1035,682,2442,12655,437,72,62400,no,12719,56.0
27,male,India,Master,Web Developer,5.7,3,86,11883,18910,yes,yes,low,Data Analyst,yes,3,3,1,18,76,yes,5,Russell,2,Leeds,1430,720,3452,12755,488,60,37440,no,20291,9.4
29,male,India,Bachelor,Web Developer,4.4,5,69,8151,27867,no,yes,low,AI Engineer,no,1,4,5,37,72,yes,5,Russell,1,Nottingham,1550,552,2782,7809,358,58,76960,yes,25730,55.1
31,female,India,Bachelor,AI Engineer,5.3,4,86,4719,10944,no,yes,low,Business Analyst,yes,5,1,3,24,74,yes,5,Russell,1,Nottingham,1266,617,3245,13342,486,61,49920,no,22866,23.7
32,male,India,Bachelor,Business Analyst,1.2,3,66,6600,15210,no,no,high,AI Engineer,no,2,3,5,42,70,yes,5,Non-Russell,1,London,1388,864,1909,8206,534,72,87360,yes,15769,85.6
30,male,India,Master,AI Engineer,3.5,5,85,10175,16787,no,no,medium,Cybersecurity Analyst,no,3,2,3,26,84,yes,5,Russell,2,Leeds,1588,658,3857,11503,368,74,54080,no,24453,22.6
28,male,India,Master,Cybersecurity Analyst,4.2,3,74,7598,9986,no,yes,medium,Web Developer,yes,3,3,5,43,79,yes,5,Non-Russell,2,Manchester,910,635,3615,7250,397,59,89440,yes,13920,97.0
26,male,India,Master,AI Engineer,4.1,3,66,8669,18942,no,no,medium,Software Engineer,no,3,3,5,34,72,yes,5,Russell,2,Manchester,1452,576,3661,10006,307,72,70720,yes,19307,53.3
32,female,India,Master,Software Engineer,2.4,3,88,4666,25458,yes,no,high,Cybersecurity Analyst,no,4,5,2,38,77,yes,5,Non-Russell,1,Birmingham,1345,835,3767,9109,433,64,79040,yes,16731,71.8
28,female,India,Master,Cybersecurity Analyst,0.1,5,86,4283,20161,no,no,medium,Web Developer,no,5,5,1,40,78,yes,5,Non-Russell,1,Leeds,1013,544,3767,10558,355,62,83200,yes,17268,78.4
32,female,India,Master,Web Developer,3.5,4,74,9840,28689,yes,yes,high,Cybersecurity Analyst,no,2,2,5,30,78,yes,5,Russell,2,London,1591,517,2996,13598,413,55,62400,no,25720,29.5
25,female,India,Bachelor,Data Analyst,1.5,4,62,7903,11007,no,no,medium,Business Analyst,no,1,2,4,40,84,yes,5,Non-Russell,1,Birmingham,1095,854,1885,11829,387,69,83200,yes,19895,72.7
28,male,India,Bachelor,Web Developer,2.7,4,78,7565,8969,yes,no,low,Software Engineer,yes,1,3,2,27,79,yes,5,Russell,1,Birmingham,1222,704,2429,7671,437,57,56160,no,21686,40.2
30,female,India,Master,Business Analyst,5.7,3,69,6234,16772,yes,yes,high,Cybersecurity Analyst,no,5,4,1,33,71,yes,5,Russell,2,Manchester,1411,823,1904,8151,407,69,68640,yes,19642,54.7
32,male,India,Bachelor,Cybersecurity Analyst,2.4,5,87,8593,10824,yes,no,medium,Business Analyst,no,3,2,2,23,73,yes,5,Russell,2,Nottingham,1527,582,1991,11077,322,68,47840,no,25766,13.8
24,male,India,Master,Cybersecurity Analyst,5.0,3,88,5465,9211,yes,yes,low,Software Engineer,yes,3,3,1,33,74,yes,5,Russell,1,London,1561,549,1856,13360,443,55,68640,yes,26769,37.3
30,male,India,Bachelor,Software Engineer,1.1,4,74,4129,8229,yes,no,low,Data Analyst,yes,3,1,3,28,84,yes,5,Russell,2,Leeds,1529,780,1714,8297,443,62,58240,no,21909,37.2
28,male,India,Master,Business Analyst,4.0,4,62,8734,28668,yes,no,low,Business Analyst,no,3,5,5,43,72,yes,5,Russell,1,Birmingham,1064,665,2903,7036,355,61,89440,yes,19223,87.5
30,male,India,Master,Data Analyst,5.9,5,65,11459,23774,no,no,high,AI Engineer,yes,3,4,4,37,82,yes,5,Russell,1,London,1151,742,2251,8614,407,63,76960,yes,26638,59.7
32,female,India,Bachelor,Cybersecurity Analyst,0.6,3,71,10257,22345,yes,no,high,Software Engineer,yes,5,3,2,20,80,yes,5,Non-Russell,1,Manchester,943,876,2326,7879,305,72,41600,no,18022,28.4
22,female,India,Bachelor,Cybersecurity Analyst,0.0,4,74,11366,11185,no,no,medium,Cybersecurity Analyst,yes,4,1,2,26,70,yes,5,Russell,2,Birmingham,1369,663,2737,6596,329,66,54080,no,20579,36.5
32,female,India,Master,Software Engineer,2.6,5,65,6060,23011,no,no,low,Web Developer,yes,2,5,2,32,75,yes,5,Russell,1,Birmingham,1388,823,2621,6620,426,62,66560,no,19422,54.9
32,female,India,Master,AI Engineer,0.6,3,72,11438,24885,yes,yes,medium,Cybersecurity Analyst,yes,3,1,2,30,83,yes,5,Non-Russell,1,Manchester,1080,555,2165,12698,420,62,62400,no,17535,48.9
25,male,India,Bachelor,Data Analyst,4.5,3,88,7672,8048,yes,no,medium,AI Engineer,yes,4,3,5,27,84,yes,5,Non-Russell,2,Manchester,976,538,3528,11507,398,60,56160,no,17690,43.6
29,female,India,Bachelor,Web Developer,5.5,4,78,11382,27950,no,no,low,AI Engineer,no,1,2,1,37,79,yes,5,Russell,2,Manchester,1273,818,2053,6070,465,57,76960,yes,20609,69.6
24,male,India,Master,Business Analyst,2.6,4,62,10587,23173,yes,no,medium,Cybersecurity Analyst,no,5,5,5,41,71,yes,5,Russell,1,London,1527,627,3072,11051,540,56,85280,yes,21081,70.6
31,female,India,Bachelor,Cybersecurity Analyst,1.6,3,67,11957,27439,yes,yes,high,Web Developer,yes,4,1,3,30,78,yes,5,Russell,2,London,966,890,1827,7803,349,68,62400,no,24734,46.7
26,male,India,Master,Cybersecurity Analyst,2.6,3,67,11679,24770,yes,yes,medium,Software Engineer,yes,3,2,5,34,70,yes,5,Non-Russell,2,London,1424,621,2688,13738,567,62,70720,yes,15621,57.6
21,male,India,Master,Web Developer,4.3,4,82,6494,8969,yes,yes,low,Business Analyst,no,3,4,5,24,80,yes,5,Russell,1,Nottingham,991,746,1649,13116,372,60,49920,no,26650,21.6
29,female,India,Master,Data Analyst,0.1,3,85,9081,22553,yes,no,high,AI Engineer,yes,3,3,3,23,78,yes,5,Non-Russell,2,Birmingham,1550,685,2555,10533,599,58,47840,no,15991,30.7
21,male,India,Master,AI Engineer,3.5,4,79,4992,13820,yes,no,high,AI Engineer,no,4,3,5,30,76,yes,5,Russell,1,London,1143,707,2156,7067,351,59,62400,no,22926,47.2
25,male,India,Bachelor,Cybersecurity Analyst,3.7,3,74,10858,22292,yes,yes,medium,AI Engineer,yes,3,5,1,34,80,yes,5,Russell,2,Nottingham,1240,814,3436,13439,564,67,70720,yes,26980,46.3
24,female,India,Bachelor,Data Analyst,3.8,4,63,6121,11052,no,yes,medium,Web Developer,no,4,1,4,32,82,yes,5,Non-Russell,2,Birmingham,1203,803,1792,7925,526,63,66560,no,15373,62.7
33,male,India,Bachelor,Web Developer,1.5,5,78,6584,19609,yes,yes,high,Data Analyst,no,3,4,3,21,79,yes,5,Russell,1,London,1297,888,2456,7037,492,67,43680,no,27764,17.2
32,female,India,Bachelor,Software Engineer,4.3,4,80,8196,10302,no,no,medium,Web Developer,yes,1,5,2,32,71,yes,5,Russell,1,Manchester,1347,738,2584,9442,538,63,66560,no,24444,47.3
33,female,India,Bachelor,AI Engineer,0.5,4,62,6223,10283,no,yes,low,Software Engineer,yes,1,5,1,31,83,yes,5,Russell,2,Leeds,996,714,3112,9183,309,70,64480,no,22723,49.0
33,female,India,Bachelor,Business Analyst,1.2,5,72,8522,23385,no,no,medium,Software Engineer,yes,2,1,4,38,75,yes,5,Non-Russell,2,London,1230,791,1915,7402,527,66,79040,yes,12774,82.1
34,male,India,Bachelor,Cybersecurity Analyst,5.3,3,67,7188,17799,no,no,medium,Software Engineer,yes,3,4,1,28,77,yes,5,Russell,2,Leeds,1104,723,3554,8361,592,56,58240,no,23203,44.2
23,male,India,Master,Data Analyst,4.4,5,82,7237,23620,yes,no,high,Software Engineer,no,3,1,1,41,84,yes,5,Russell,1,London,1348,587,2417,7438,351,73,85280,yes,20976,75.1
33,male,India,Bachelor,Software Engineer,0.1,4,75,8136,28750,no,yes,medium,Software Engineer,yes,4,3,2,21,71,yes,5,Non-Russell,2,Manchester,1317,524,1584,9811,539,70,43680,no,17569,27.0
26,female,India,Bachelor,Business Analyst,1.5,3,72,8524,8122,no,no,medium,Cybersecurity Analyst,no,4,2,4,20,84,yes,5,Non-Russell,1,Leeds,1548,719,2456,6484,398,67,41600,no,13831,27.7
22,male,India,Master,Data Analyst,1.3,5,62,4343,17472,no,yes,medium,AI Engineer,yes,3,3,1,19,74,yes,5,Russell,2,Nottingham,976,774,2921,10264,380,59,39520,no,26619,12.4
23,female,India,Bachelor,Data Analyst,1.6,3,75,11591,11727,no,yes,low,Web Developer,no,2,3,2,37,82,yes,5,Russell,2,Manchester,1448,634,3435,13031,312,60,76960,yes,24486,50.9
25,female,India,Bachelor,Business Analyst,1.5,3,68,8461,21732,no,yes,medium,Cybersecurity Analyst,yes,3,5,3,44,81,yes,5,Non-Russell,2,Leeds,1324,732,3294,10898,427,71,91520,yes,13376,89.8
29,male,India,Master,Software Engineer,0.4,5,87,11287,12958,yes,yes,low,Web Developer,yes,4,3,2,27,80,yes,5,Russell,2,Leeds,1328,565,2916,6245,310,71,56160,no,19944,40.7
22,female,India,Bachelor,Web Developer,2.8,3,73,8704,8524,yes,no,low,Data Analyst,no,3,4,5,30,75,yes,5,Russell,2,Manchester,1384,579,2570,12409,380,71,62400,no,24239,35.5
30,male,India,Bachelor,Software Engineer,4.4,5,72,10800,17079,no,no,low,Business Analyst,yes,4,3,2,37,72,yes,5,Non-Russell,1,Manchester,1034,754,3021,10944,560,57,76960,yes,14846,75.9
28,male,India,Bachelor,AI Engineer,3.6,4,80,8823,16399,yes,no,low,AI Engineer,yes,3,4,2,43,83,yes,5,Russell,1,Manchester,1553,624,3001,12386,305,67,89440,yes,23973,66.5
34,male,India,Master,Cybersecurity Analyst,4.0,3,84,6276,24532,yes,no,high,Data Analyst,yes,5,1,2,38,81,yes,5,Russell,1,Birmingham,1153,645,3973,12121,521,66,79040,yes,27463,58.6
22,male,India,Bachelor,Business Analyst,0.5,4,66,8920,24821,no,yes,low,Cybersecurity Analyst,yes,4,5,1,40,71,yes,5,Non-Russell,2,Nottingham,1459,602,3973,11789,597,60,83200,yes,13752,78.2
31,male,India,Bachelor,Web Developer,5.7,4,74,7201,18394,no,yes,medium,Business Analyst,yes,2,4,4,42,84,yes,5,Russell,1,London,1154,884,2235,9371,380,67,87360,yes,18411,82.0
33,female,India,Master,Business Analyst,5.0,3,66,9471,11749,no,yes,low,Data Analyst,no,5,3,2,35,80,yes,5,Russell,1,Leeds,1545,886,2652,7350,302,68,72800,yes,24090,51.7
25,female,India,Bachelor,Business Analyst,4.8,5,65,4888,19353,yes,yes,medium,Web Developer,yes,3,5,2,38,75,yes,5,Russell,2,London,1398,882,2772,6529,359,61,79040,yes,18246,71.2
27,female,India,Master,Software Engineer,4.9,3,61,6043,22009,no,no,low,Business Analyst,no,4,5,5,33,72,yes,5,Non-Russell,2,Manchester,1512,776,2240,11714,520,59,68640,yes,13716,57.9
28,male,India,Master,Cybersecurity Analyst,5.6,4,68,5341,28837,yes,yes,high,Web Developer,yes,5,4,5,28,71,yes,5,Russell,1,Nottingham,1383,881,3362,10942,348,68,58240,no,24564,31.2
21,male,India,Bachelor,AI Engineer,3.3,4,81,11127,19437,yes,no,low,Data Analyst,yes,2,4,3,27,84,yes,5,Non-Russell,1,Nottingham,945,623,1630,9814,527,72,56160,no,15088,51.4
26,male,India,Master,Data Analyst,1.2,5,83,7720,13336,yes,yes,low,Cybersecurity Analyst,no,4,2,3,26,70,yes,5,Non-Russell,1,Birmingham,1342,766,3263,13147,589,58,54080,no,18780,34.8
21,female,India,Master,Data Analyst,3.7,3,76,6883,12551,no,yes,high,Web Developer,no,5,2,5,29,83,yes,5,Russell,1,Manchester,1481,777,3212,12485,592,55,60320,no,25457,33.0
22,male,India,Bachelor,Business Analyst,4.5,4,64,11504,10823,yes,yes,low,Business Analyst,no,5,5,4,36,77,yes,5,Non-Russell,1,Leeds,1547,610,1822,7788,597,61,74880,yes,16028,68.5
21,female,India,Master,Cybersecurity Analyst,4.4,4,71,9392,20916,no,yes,medium,Data Analyst,no,5,2,3,18,70,yes,5,Russell,1,Birmingham,1478,880,2322,7702,492,74,37440,no,20060,15.4
31,female,India,Master,Web Developer,3.1,4,60,8212,23167,no,no,low,Web Developer,no,1,3,4,35,81,yes,5,Russell,1,Manchester,903,812,2042,9625,556,67,72800,yes,21334,66.0
25,male,India,Bachelor,Software Engineer,0.4,5,69,10961,16677,no,no,low,Cybersecurity Analyst,yes,3,1,5,31,84,yes,5,Russell,2,Birmingham,900,588,3613,9320,402,58,64480,no,25190,48.6
30,male,India,Bachelor,Cybersecurity Analyst,2.2,4,70,6415,22868,no,no,low,AI Engineer,no,4,5,3,39,74,yes,5,Non-Russell,1,London,1189,886,3355,6759,445,67,81120,yes,19381,76.6
29,female,India,Bachelor,Cybersecurity Analyst,5.5,4,75,5117,16391,no,no,high,Cybersecurity Analyst,no,4,1,2,38,80,yes,5,Russell,2,Manchester,1008,657,3578,7403,589,58,79040,yes,23361,73.0
26,male,India,Master,Software Engineer,3.5,3,73,8263,20658,yes,yes,low,Cybersecurity Analyst,yes,4,2,5,18,75,yes,5,Russell,2,Leeds,1474,715,2384,6797,556,57,37440,no,27454,8.2
31,female,India,Bachelor,Business Analyst,3.2,3,67,7001,26366,yes,yes,low,AI Engineer,yes,5,4,3,34,80,yes,5,Russell,2,Leeds,1359,883,1690,6531,577,62,70720,yes,23284,58.1
31,male,India,Master,Cybersecurity Analyst,1.6,4,83,5738,17663,yes,no,medium,Cybersecurity Analyst,no,3,5,4,28,81,yes,5,Non-Russell,1,Manchester,1165,800,1914,7917,488,74,58240,no,13707,54.3
21,male,India,Master,Data Analyst,2.2,4,76,5364,10311,yes,no,low,AI Engineer,no,2,2,4,37,81,yes,5,Non-Russell,1,Birmingham,1037,535,3338,10959,477,62,76960,yes,19310,68.9
33,female,India,Master,Software Engineer,5.4,3,84,6708,15225,yes,yes,low,AI Engineer,no,4,3,3,32,72,yes,5,Russell,2,Nottingham,1333,586,3313,13548,315,71,66560,no,27244,35.4
21,male,India,Master,Web Developer,4.0,5,77,8790,19565,no,yes,low,Web Developer,yes,3,5,4,21,83,yes,5,Russell,1,Manchester,943,617,3260,10137,385,69,43680,no,27509,17.3
22,female,India,Master,AI Engineer,4.7,5,71,4924,18270,no,no,low,Web Developer,no,3,5,3,32,76,yes,5,Russell,1,Leeds,1409,827,2569,9416,547,58,66560,no,25940,44.6
